No.;name;comment;price;sizes;availability;expiry;Visibility;Revise;category;image
#54223;PP2647-OXI;Stern mit kleinen Kügelchen und fester Öse, Oxidiert;6,50€;Höhe: ca.13mm;;;visible;;189;/54223
#54222;PP2647;Stern mit kleinen Kügelchen und fester Öse;6,50€;Höhe: ca.13mm;;;visible;;189;/54222
#54221;PP2645;Blatt mit fester Öse;3,50€;Höhe: ca.23mm;;;visible;;189;/54221
#54220;PP2645-OXI;Blatt mit fester Öse, Oxidiert;3,50€;Höhe: ca.23mm;;;visible;;189;/54220
#54219;PP2641-GP;Kolibri, Goldplattiert, mit fester Öse;5,00€;Höhe: ca.15mm;;;visible;;189;/54219
#54218;PP2641;Kolibri;3,50€;Höhe: ca.15mm;;;visible;;189;/54218
#54217;PP2637;Flamingo mit fester Öse;3,50€;Höhe: ca.17mm;;;visible;;189;/54217
#54215;PP2631;Kleiner Lebensbaum mit Festöse;2,00€;Ø: ca.7mm;;;visible;;189;/54215
#54214;PP2618B;Kreuz feste Öse;4,00€;Höhe: ca.11mm;;;visible;;189,321;/54214
#54213;PP2603;Anker mit fester Öse;4,25€;Höhe: ca.12mm;;;visible;;189;/54213
#54212;PP2592B-G;Möwe mit fester Öse;4,50€;ca.17mm;;;visible;;189;/54212
#54209;PPF2674-PP2674;Lotus zwei Ösen;2,75€;Höhe: ca.9mm;;;visible;;189;/54209
#54206;PP2635;Offener Stern;2,50€;Höhe: ca.11mm;;;visible;;189;/54206
#54205;PP2626;Anker mit zwei kleinen Ösen zum Fädeln, Beads;3,00€;Höhe: ca.9mm;;;visible;;189;/54205
#54201;HERZ-PLATTE-ORANGE;Herzplatte, Orange (Sale);0,20€;Höhe: ca. 19mm;SALE;;visible;;303,335;/54201
#54200;HERZ-PLATTE-BLAU;Herzplatte, Blau (Sale);0,20€;Höhe: ca. 19mm;SALE;;visible;;303,335;/54200
#54194;PS1230A;Natur Muschelperle, Anhänger (Sale);5,00€;Höhe: ca.30mm;SALE;;visible;;317,323;/54194
#54193;PS1228-WH;Anhänger X Design mit Zirkonia;7,00€;Höhe: ca.26mm;;;visible;;#NV;/54193
#54192;PS1226-UNAKIT-OXI;UNAKIT Tropfenform mit Seilmuster umrandet, Anhänger mit Schlaufe (SALE);6,00€;Höhe: ca.33mm;SALE;;visible;;#NV;/54192
#54190;PS1226-TIGERAUGE-OXI;TIGERAUGE Tropfenform mit Seilmuster umrandet, Anhänger mit Schlaufe (SALE);6,00€;Höhe: ca.33mm;SALE;;visible;;#NV;/54190
#54188;PS1226-RHODONIT-OXI;RHODONIT Tropfenform mit Seilmuster umrandet, Anhänger mit Schlaufe (SALE);6,00€;Höhe: ca.33mm;SALE;;visible;;#NV;/54188
#54184;PS1226-JASPERGRAU-OXI;JASPERGRAU Tropfenform mit Seilmuster umrandet, Anhänger mit Schlaufe (SALE);6,00€;Höhe: ca.33mm;SALE;;visible;;#NV;/54184
#54181;PS1226-HOWLITH-OXI;HOWLITH Tropfenform mit Seilmuster umrandet, Anhänger mit Schlaufe (SALE);6,00€;Höhe: ca.33mm;SALE;;visible;;#NV;/54181
#54180;PS1226-HAEMATIT-OXI;HAEMATIT Tropfenform mit Seilmuster umrandet, Anhänger mit Schlaufe (SALE);6,00€;Höhe: ca.33mm;SALE;;visible;;#NV;/54180
#54179;PS1226-BLAUFLUSS-OXI;BLAUFLUSS Tropfenform mit Seilmuster umrandet, Anhänger mit Schlaufe (SALE);6,00€;Höhe: ca.33mm;SALE;;visible;;#NV;/54179
#54178;PS1226-AVENTURIN-GELB-OXI;AVENTURIN-GELB Tropfenform mit Seilmuster umrandet, Anhänger mit Schlaufe (SALE);6,00€;Höhe: ca.33mm;SALE;;visible;;#NV;/54178
#54177;PS1226-AMETHYST-OXI;AMETHYST Tropfenform mit Seilmuster umrandet, Anhänger mit Schlaufe (SALE);6,00€;Höhe: ca.33mm;SALE;;visible;;#NV;/54177
#54174;PS1224-UNAKIT,OXI;;7,00€;Höhe: ca.34mm;SALE;;visible;;#NV;/54174
#54172;PS1224-TIGERAUGE,ROT,OXI;;7,00€;Höhe: ca.34mm;SALE;;visible;;#NV;/54172
#54171;PS1224-TIGERAUGE,OXI;;7,00€;Höhe: ca.34mm;SALE;;visible;;#NV;/54171
#54170;PS1224-ROSENQUARZ,OXI;;7,00€;Höhe: ca.34mm;SALE;;visible;;#NV;/54170
#54169;PS1224-ONYX,OXI;;7,00€;Höhe: ca.34mm;SALE;;visible;;#NV;/54169
#54168;PS1224-LAPIS,OXI;;7,00€;Höhe: ca.34mm;SALE;;visible;;#NV;/54168
#54167;PS1224-JADE,OXI;;7,00€;Höhe: ca.34mm;SALE;;visible;;#NV;/54167
#54166;PS1224-HOWLITH,OXI;;7,00€;Höhe: ca.34mm;SALE;;visible;;#NV;/54166
#54165;PS1224-HAEMATIT,OXI;;7,00€;Höhe: ca.34mm;SALE;;visible;;#NV;/54165
#54164;PS1224-AMETHYST,OXI;;7,00€;Höhe: ca.34mm;SALE;;visible;;#NV;/54164
#54163;PS1224-AMAZONIT,OXI;;7,00€;Höhe: ca.34mm;SALE;;visible;;#NV;/54163
#54162;PS1224-ACHAT,OXI;;7,00€;Höhe: ca.34mm;SALE;;visible;;#NV;/54162
#54161;PS1223-TUERKIS,OXI;Oval Oxidiert;6,00€;Höhe: ca.27mm;SALE;;visible;;#NV;/54161
#54160;PS1223-TIGERAUGE,OXI;Oval Oxidiert;6,00€;Höhe: ca.27mm;SALE;;visible;;#NV;/54160
#54159;PS1223-ONYX,OXI;Oval Oxidiert;6,00€;Höhe: ca.27mm;SALE;;visible;;#NV;/54159
#54158;PS1223-ACHAT,OXI;Oval Oxidiert;6,00€;Höhe: ca.27mm;SALE;;visible;;#NV;/54158
#54155;PS1209-BLK;Anker mit schwarzem Zirkonia;8,00€;Höhe: ca.26mm;;;visible;;#NV;/54155
#54154;PS1182-ONYX;Onyx Blume Anhänger mit Schlaufe;13,50€;Höhe: ca.25mm;;;visible;;#NV;/54154
#54153;PS1106I-ABL;Anhänger Abalone, rund mit Schlaufe;6,00€;Ø: ca.10mm;;;visible;;#NV;/54153
#54149;PP1319;Kreuz Anhänger mit Schlaufe;7,00€;Höhe: ca.30mm;;;visible;;237,321;/54149
#54148;PP2634;Filigranmuster, Tropfenform, Anhänger mit ovaler Ringöse (Set);11,75€;Höhe: ca.40mm;;;visible;;329;/54148
#54122;PP2595;X-Design, Glanz, Anhänger (Set);5,00€;Höhe: ca.29mm;;;visible;;382;/54122
#54120;PS1229;Echte Naturmuschel, Anhänger (Sale);7,00€;Höhe: ca.47mm;SALE;;visible;;323;/54120
#54119;PS1230B;Natur Muschelperle, Anhänger (Sale);6,00€;Höhe: ca.37mm;SALE;;visible;;317;/54119
#54094;PS1218-MIX;Lebensbaum mit bunten Blättern aus Zirkonia, Anhänger (Sale);5,00€;Ø: ca.22mm;SALE;;visible;;329;/54094
#54092;PP2610;Feder;14,00€;Höhe: ca.45mm;;;visible;;#NV;/54092
#54083;EP1913;;6,50€;;;;visible;;#NV;/54083
#54079;EP1909-G;Kleeblatt;4,75€;Höhe: ca.7mm;;;visible;;#NV;/54079
#54078;EP1908-GP;Lebensblume, Goldplattiert, Ohrstecker (Set);6,50€;6mm;;;visible;;329;/54078
#54075;EP1902;;4,50€;Höhe: ca.17mm;;;visible;;#NV;/54075
#54074;EP1901;;4,50€;Höhe: ca.19mm;;;visible;;#NV;/54074
#54072;EP1896-G;Möwe, Glanz, Ohrstecker (Set);5,00€;10x5mm;;;visible;;#NV;/54072
#54071;EP1895;Lebensbaum;5,50€;12mm;;;visible;;#NV;/54071
#54068;EP1860-M;Seestern, Matt, Ohrstecker;8,50€;Höhe: ca.12mm;;;visible;;#NV;/54068
#54067;EP1859ST-M;Halbcreole;8,00€;Höhe: ca.21mm;;;visible;;228;/54067
#54066;EP1857-GP;Quadratisch Spirale vergoldet;6,00€;Höhe: ca.7mm;;;visible;;#NV;/54066
#54065;CREOLE-60X2MM-GP;Creole vergoldet;25,25€;;;;visible;;22,27,6;/54065
#54064;CREOLE-50X2MM-GP;creole vergoldet;20,25€;;;;visible;;22,27,6;/54064
#54063;CREOLE-40X2MM-GP;Creole vergoldet;16,25€;;;;visible;;22,27,6;/54063
#54053;PPF2475-PP2475,GP;Baum des Lebens vergoldet mit zwei Ösen;4,00€;Ø: 12mm;SOLD OUT;;visible;;189;/54053
#54039;PP2550-M;Großes gewölbtes Quadrat mit Spirale, Matt, Anhänger (Set);25,50€;Höhe: ca.47mm;;;visible;;373;/54039
#54038;PP2550-GEB;Großes gewölbtes Quadrat mit Spirale, Gebürstet, Anhänger (Set);25,50€;Höhe: ca.47mm;;;visible;;373;/54038
#54036;EP1900;Gebogener Stab mit Stecker;4,50€;;;;visible;;#NV;/54036
#54035;EP1879;Lebensblume im Kreis, Ohrhänger (Set);9,00€;Ø: 16mm;SOLD OUT;;hidden;;329;/54035
#54033;EP1908;Blume des Lebens, Ohrstecker (Set);4,50€;Ø: 8mm;;;visible;;329;/54033
#54032;ES1024-WHP;Rechteck, glänzend, Perle in der Mitte;8,00€;9x14mm;;;visible;;317;/54032
#54031;ES1018-PERIDOT;Halbkugel mit Peridot;9,00€;Ø 6mm;;;visible;;#NV;/54031
#54030;ES1018-ONYX-GP-G;Halbkugel goldplattiert mit Onyx;10,50€;Ø: 6mm;;;visible;;#NV;/54030
#54029;ES1018-MONDSTEIN-GP-M;Mondstein Ohrstecker, Goldplattiert/Matt;10,50€;Ø: 6mm;;;visible;;#NV;/54029
#54028;ES1018-MONDSTEIN-G;Halbkugel mit Mondstein;9,00€;Ø 6mm;;;visible;;#NV;/54028
#54027;ES1018-GRANAT-GP-G;;10,50€;Ø: 6mm;;;visible;;#NV;/54027
#54026;ES1018-GRANAT-G;Halbkugel mit Granat;9,00€;Ø 6mm;;;visible;;#NV;/54026
#54023;RS883;Ring Schlaufen mit Zirkonia;16,50€;50,52,54,64;;;visible;;#NV;/54023
#54019;EP1876-M;Gewölbtes Quadrat mit Spirale, Matt, Ohrstecker (Set);9,50€;13x13mm;;;visible;;319,373;/54019
#54018;EP1876-GEB;Gewölbtes Quadrat mit Spirale, Gebürstet, Ohrstecker (Set);9,50€;13x13mm;;;visible;;319,373;/54018
#54016;PP2588;Kleeblatt mit zwei kleinen Ösen zum Fädeln;3,75€;Ø: 10mm;;;visible;;189,389;/54016
#54015;PP2587;Blume mit zwei kleinen Ösen;3,25€;Ø: 14mm;;;visible;;189;/54015
#54014;PP2589;Lebensblume mit zwei kleinen Ösen, Beads;4,00€;Ø: 14mm;;;visible;;189;/54014
#54013;BS333-WH;Anker, Zirkonia;11,50€;16,5+3cm;;;visible;;22,27,6;/54013
#54012;BP351;Anker mit dünne Rollokette;10,00€;16,5+3cm;;;visible;;22,27,6;/54012
#54011;BP350;Anker mit Panzerkette;22,50€;16,5+3cm;;;visible;;22,27,6;/54011
#54010;BP349;Anker mit Ankerkette;20,50€;20cm verstellbar;;;visible;;22,27,6;/54010
#54008;BP347;Anker mit dünne Rollokette;11,50€;16,5+3cm;;;visible;;22,27,6;/54008
#54007;BP346;Feder Armreif;44,50€;Dehnbar anpassbar;;;visible;;22,27,6;/54007
#54003;BP342;Blume mit dünnen Rollokette;9,50€;16,5+3cm;;;visible;;22,27,6;/54003
#53999;RS884-WHP;offene Spirale mit Perle;6,50€;Gr. 52, 54, 60, 62, 64;SALE;;visible;;317;/53999
#53997;RP1157-OXI;Blattring oxidiert (Sale);5,50€;Gr. 50, 52, 54, 56, 58;SALE;;visible;;367;/53997
#53996;RP1157;Blattring (Sale);5,50€;Gr. 50, 52, 54, 58, 62;SALE;;visible;;367;/53996
#53987;PP1712;Kreuz;14,25€;Höhe: ca.46mm;;;visible;;321;/53987
#53985;PP2477;Filigran Ornament mit zwei Ösen, Beads;4,25€;Ø: 13mm;;;visible;;189;/53985
#53983;PP2477-GP;Filigran Ornament mit zwei kleinen Ösen, Goldplattiert;5,50€;Ø: 13mm;;;visible;;189;/53983
#53981;PP2488;Lilie mit fester Öse;2,75€;Höhe: ca.16mm;;;visible;;189;/53981
#53978;PP2270-GP;Buddha mit fester Öse, Goldplattiert;5,50€;ca. 12mm;;;visible;;189,321;/53978
#53972;PS1215-WH;Anker mit Zirkonia und fester Öse;5,00€;Höhe: ca.19mm;;;visible;;189;/53972
#53971;PP2576;Glaube-Liebe-Hoffnung = Kreuz-Herz-Anker mit Festöse;4,50€;Höhe: ca.19mm;;;visible;;189;/53971
#53966;PP2563-M;Lilie mit zwei kleinen Ösen, Matt, Beads;3,00€;6x13mm;;;visible;;189;/53966
#53965;PP2563-G;Lilie mit zwei kleinen Ösen, Glanz, Beads;3,00€;6x13mm;;;visible;;189;/53965
#53959;RP1150-MATT-GLANZ;Fächer, Linien, breit;19,50€;52,54,56,58,60,62,64;;;visible;;#NV;/53959
#53955;PSN99-LABRADORIT;Anker mit Labradorit;7,00€;Höhe: 28mm;;;visible;;306;/53955
#53952;PP2532;Lebensbaum im Kreis, Anhänger mit Schlaufe (Set);8,50€;Ø: 23mm;;;visible;;329;/53952
#53948;ES1018-WH;Halbkugel mit einem Zirkonia;8,50€;Ø 6mm;;;visible;;#NV;/53948
#53947;ES1018-TUERKIS-GP-M;Halbkugel goldplattiert, matt, mit Türkis;10,50€;Ø: ca.6mm;;;visible;;#NV;/53947
#53946;ES1018-TUERKIS-GP;Halbkugel goldplattiert mit Türkis;10,50€;Ø: ca.6mm;;;visible;;#NV;/53946
#53945;ES1018-LAPIS-GP-M;Halbkugel goldplattiert, matt, mit Lapis;10,50€;Ø: ca.6mm;;;visible;;#NV;/53945
#53944;ES1018-LAPIS-GP;Halbkugel goldplattiert mit Lapis;10,50€;Ø: ca.6mm;;;visible;;#NV;/53944
#53943;ES1018-LAPIS;Halbkugel mit Lapis;9,00€;Ø: ca.6mm;;;visible;;#NV;/53943
#53942;ES1014-M-WHP;Stern mit Perle, Matt;6,50€;Höhe: ca.7mm;;;visible;;317;/53942
#53940;RUECKTEILE-GROSS;Rueckteile 10er Pack;5,50€;;;;visible;;#NV;/53940
#53939;EP1894-OXI;Filigran Halbkugel oxidiert;6,00€;Ø: ca.10mm;;;visible;;#NV;/53939
#53938;EP1894-G;Filigran Halbkugel;6,00€;Ø: ca.10mm;;;visible;;#NV;/53938
#53937;EP1886-M;Kreis;4,50€;Ø: ca.7mm;;;visible;;#NV;/53937
#53936;EP1886-GEB;Kreis;4,50€;Ø: ca.7mm;;;visible;;#NV;/53936
#53935;EP1886-G;Kreis;4,50€;Ø: ca.7mm;;;visible;;#NV;/53935
#53934;EP1874-GP;Spiral vergoldet;5,75€;Ø: ca.7mm;;;visible;;#NV;/53934
#53933;EP1874-G;Spirale;4,25€;Ø: ca.7mm;;;visible;;#NV;/53933
#53925;HEN517-DB;Strandkorb;12,50€;Höhe: ca.14mm;;;visible;;9;/53925
#53924;HEN446A;Strandkorb;13,50€;Höhe: ca.14mm;;;visible;;9;/53924
#53914;EP1861-OXI;Möwe OXI, Ohrstecker (Set);6,00€;15x6mm;;;visible;;#NV;/53914
#53913;EP1861;Möwe, Ohrstecker (Set);6,00€;15x6mm;;;visible;;#NV;/53913
#53909;PSEN1198;Möve, Anker, roter Leuchtturm im Kreis mit großer ovaler Öse;21,00€;Ø: ca.26mm;;;visible;;#NV;/53909
#53907;PS1208-WH;Anker mit Zirkonia und ovaler Öse;12,00€;Höhe: ca.21mm;;;visible;;#NV;/53907
#53906;PS1207-WH;Anker mit Zirkonia und ovaler Öse;34,50€;Höhe: ca.47mm;;;visible;;#NV;/53906
#53905;PS1207-BLK;Großer Anker mit schwarzem Zirkonia und ovaler Öse;34,50€;Höhe: ca.47mm;;;visible;;#NV;/53905
#53904;PPEN030-ROT;Roter Strandkorb mit Ringöse;13,50€;Höhe: ca.14mm;;;visible;;#NV;/53904
#53903;PPEN030-LB;Hellblauer Strandkorb mit Ringöse;13,50€;Höhe: ca.14mm;;;visible;;#NV;/53903
#53902;PPEN030-DB;Dunkelblauer Strandkorb mit Ringöse;13,50€;Höhe: ca.14mm;;;visible;;#NV;/53902
#53901;PP2575;Kleiner Anker mit Ringöse;3,00€;Höhe: ca.12mm;;;visible;;#NV;/53901
#53897;PP2556-OXI;Anker;13,00€;Höhe: ca.33mm;;;visible;;323;/53897
#53896;HEN029;Marienkaefer Emailliert;6,00€;Höhe: ca.10mm;;;visible;;9;/53896
#53892;RP1147-M;Seestern, Matt, Ring (Set);6,50€;Gr. 50,52,60;;;visible;;#NV;/53892
#53890;PS1199-WH;Zirkonia Kreis mit zwei kleinen Ösen zum Fädeln;6,00€;Ø: ca.15mm;;;visible;;189;/53890
#53884;PP-MD3619-20-RH;Heilige Maria mit Jesuskind rhodiniert;12,00€;Ø: ca.20mm;;;visible;;321;/53884
#53883;PP-MD3617-MIS2-RH;Engel Rafaello rhodiniert;8,00€;20x13mm;;;visible;;321;/53883
#53877;PP2209-M;Schmetterling;5,50€;Hohe: ca.18mm;;;visible;;347;/53877
#53868;PP-ZWILLING;Zwilling Sternzeichen;5,00€;Höhe: ca.23mm;SALE;;visible;;#NV;/53868
#53867;PP-WIDDER;Widder Sternzeichen gelasert;5,00€;Höhe: ca.23mm;SALE;;visible;;#NV;/53867
#53866;PP-WASSERMANN;Wassermann Sternzeichen, Rechteck Anhänger (Sale);5,00€;Höhe: ca.23mm;SALE;;visible;;1;/53866
#53865;PP-WAAGE;Waage Sternzeichen gelasert;5,00€;Höhe: ca.23mm;SALE;;visible;;#NV;/53865
#53864;PP-STIER;Stier Sternzeichen gelasert;5,00€;Höhe: ca.23mm;SALE;;visible;;#NV;/53864
#53863;PP-STEINBOCK;Steinbock Sternzeichen gelasert;5,00€;Höhe: ca.23mm;SALE;;visible;;#NV;/53863
#53862;PP-SKORPION;Skorpion Sternzeichen gelasert;5,00€;Höhe: ca.23mm;SALE;;visible;;#NV;/53862
#53861;PP-SCHUETZE;Schuetze Sternzeichen gelasert;5,00€;Höhe: ca.23mm;SALE;;visible;;#NV;/53861
#53860;PP-LOEWE;Loewe Sternzeichen galasert;5,00€;Höhe: ca.23mm;SALE;;visible;;#NV;/53860
#53859;PP-KREBS;Krebs Sternzeichen gelasert;5,00€;Höhe: ca.23mm;SALE;;visible;;#NV;/53859
#53858;PP-JUNGFRAU;Jungfrau Sternzeichen gelasert;5,00€;Höhe: ca.23mm;SALE;;visible;;#NV;/53858
#53857;PP-FISCH;Fisch Sternzeichen, Rechteck Anhänger (Sale);5,00€;Höhe: ca.23mm;SALE;;visible;;#NV;/53857
#53856;PP2581;Infinity mit Ringöse, Glänzend;4,50€;Höhe: ca,16mm;;;visible;;#NV;/53856
#53855;PP2578-OXI;Blatt, oxidiert, Anhänger (Sale);7,00€;Höhe: ca.42mm;SALE;;visible;;1,367;/53855
#53854;PP2578;Blatt, Anhänger (Sale);7,00€;Höhe: ca.42mm;SALE;;visible;;1,367;/53854
#53853;PP2577;Yoga Frau mit Ringöse;4,25€;Höhe: ca.17mm;;;visible;;#NV;/53853
#53851;PP2573-OXI;Lebensbaum oxidiert;10,50€;Ø: ca.32mm;;;visible;;329;/53851
#53846;PP2569-M;Kreuz;5,50€;Höhe:ca.22mm;;;visible;;321;/53846
#53845;PP2569-G;Kreuz;5,50€;Höhe:ca.22mm;;;visible;;321;/53845
#53844;PP2568;Seepferd mit Ringöse;6,25€;Höhe: ca.20mm;;;visible;;217;/53844
#53839;PP2501;Kleeblatt mit Ringöse;3,00€;Höhe: ca.16mm;;;visible;;389;/53839
#53838;PS1135-WHP;Kleiner Anhänger mit fester Öse, Perle;4,00€;Ø: ca.5mm;;;visible;;189,317;/53838
#53837;PS1135-BLK;Kleiner Anhänger mit fester Öse und schwarzem Zirkonia;4,00€;Ø: ca.5mm;;;visible;;189;/53837
#53836;PS1059B-WH;Kreuz mit Zirkonia und Festöse;4,00€;Höhe: ca. 13mm;;;visible;;189,321;/53836
#53834;PP2580;Infinity mit fester Öse;4,00€;Höhe: ca.16mm;;;visible;;189;/53834
#53833;PP2564;Möwe mit fester Öse;4,00€;Höhe: ca.17mm;;;visible;;189;/53833
#53832;PP2582;Infinity Knoten mit zwei Ösen, Beads;3,50€;;;;visible;;189;/53832
#53829;ES1022-WH;Anker, Zirkonia;7,00€;;;;visible;;#NV;/53829
#53828;EP1889-OXI;Blatt;5,50€;Höhe: ca.13mm;;;visible;;#NV;/53828
#53827;EP1889;Blatt;5,50€;Höhe: ca.13mm;;;visible;;303;/53827
#53779;PP2574;Filigran Baum im Kreis, Glanz, Anhänger mit Schlaufe (Set);4,50€;Ø: ca.17mm;;;visible;;329,367;/53779
#53773;PSN99-ONYX;Anker mit Onyx;7,00€;Höhe: 28mm;;;visible;;#NV;/53773
#53772;PSN99-MONDSTEIN;Anker mit Mondstein;7,00€;Höhe: 28mm;;;visible;;306;/53772
#53770;PSN99-GARNAT;Anker mit Granat;7,00€;Höhe: 28mm;;;visible;;306;/53770
#53767;PS1202-TUERKIS;Türkis, Anhänger mit Schlaufe (Set);8,00€;Ø: ca.15mm;WHILE STOCKS LAST;;visible;;#NV;/53767
#53766;PS1202-SHIVAAUGE;Shiva-Auge, Anhänger mit Schlaufe (Set);8,00€;Ø: ca.15mm;WHILE STOCKS LAST;;visible;;#NV;/53766
#53765;PS1202-PERLMUTT;Perlmutt, Anhänger mit Schlaufe (Set);8,00€;Ø: ca.15mm;WHILE STOCKS LAST;;visible;;#NV;/53765
#53764;PS1202-ONYX;Schwarz, Anhänger mit Schlaufe (Set);8,00€;Ø: ca.15mm;;;visible;;#NV;/53764
#53763;PS1202-LAPIS;Dunkelblau, Anhänger mit Schlaufe (Set);8,00€;Ø: ca.15mm;WHILE STOCKS LAST;;visible;;#NV;/53763
#53762;PS1202-ABL;Bunt, Anhänger mit Schlaufe (Set);8,00€;Ø: ca.15mm;;;visible;;#NV;/53762
#53759;RP1156;;7,50€;52,54,56,58,60,62;;;visible;;#NV;/53759
#53755;ES1019-WH;Engel;5,25€;Höhe: ca.10mm;;;visible;;181,303,321;/53755
#53754;ES1016-WH;Kreis Ohrstecker mit Zirkonia;10,75€;Ø: ca.12mm;;;visible;;#NV;/53754
#53753;ES1014-GEB-WHP;Stern mit Perle, Gebürstet;6,50€;Höhe: ca.8mm;;;visible;;317;/53753
#53752;ES1012-WH;Taube mit Zirkonias;8,00€;ca. 10x14mm;;;visible;;228;/53752
#53748;EP1892;Kreuz;4,50€;Höhe: ca.15mm;;;visible;;321;/53748
#53747;EP1891-G;Stern;4,00€;Höhe: ca.3,5mm;;;visible;;217;/53747
#53746;EP1890-G;Stern;3,50€;Höhe: ca.5mm;;;visible;;217;/53746
#53745;EP1888;Engelflügel;4,50€;Höhe: ca.9mm;;;visible;;217,321;/53745
#53744;EP1887;Kugeln;5,75€;Höhe: ca.11mm;;;visible;;#NV;/53744
#53743;EP1885;Filigran Baum im Kreis, Glanz, Ohrhänger (Set);6,50€;Ø: ca.17mm;;;visible;;329,367;/53743
#53742;EP1884-G;Kugel;7,00€;Ø: 6mm;;;visible;;#NV;/53742
#53741;EP1883-OXI;Spirale;12,00€;Höhe: ca.25mm;;;visible;;#NV;/53741
#53740;EP1883;Spirale;12,00€;Höhe: ca.25mm;;;visible;;#NV;/53740
#53739;EP1880-M;Filigran Blume;5,75€;Höhe: ca.5mm;;;visible;;#NV;/53739
#53738;EP1880-GP;Filigran Blume vergoldet;6,75€;Höhe: ca.8mm;;;visible;;#NV;/53738
#53737;EP1875-OXI;Lilie;4,00€;Höhe: ca.5mm;;;visible;;#NV;/53737
#53736;EP1875-GP;Lilie vergoldet;6,00€;Höhe: ca.5mm;;;visible;;#NV;/53736
#53735;EP1875-G;Lilie;4,00€;Höhe: ca.5mm;;;visible;;#NV;/53735
#53732;EP1871-GEB;Stern;5,50€;Höhe: ca.6mm;;;visible;;#NV;/53732
#53730;EP1871-G;Stern;5,50€;Höhe: ca.6mm;;;visible;;#NV;/53730
#53729;EP1858-SP,GP,PKGP;3 Sterne Silber,vergoldet,rose vergoldet;9,50€;Höhe: ca.5mm;;;visible;;#NV;/53729
#53728;EP1858-G;3 Sterne;6,50€;Höhe: ca.5mm;;;visible;;#NV;/53728
#53726;ES1000-ABL;ABL Blumen Ohrstecker;8,00€;Höhe: ca.7mm;SOLD OUT;;visible;;#NV;/53726
#53725;ES992ST-WHP-GP;Stern mit Perle, Goldplattiert;6,50€;Höhe: ca.9mm;;;visible;;#NV;/53725
#53721;ES683-TUERKIS;Kleine türkise Quadrate mit Spirale, Ohrstecker (Sale);4,00€;ca. 12x12mm;SALE;;visible;;228,303;/53721
#53712;RUECKTEILE-MITTEL;Rückteile 50er Pack;7,50€;;;;visible;;#NV;/53712
#53710;EP1882;Gewölbte Spiralen, Glanz, Ohrstecker (Set);6,00€;Ø: ca.14mm;;;visible;;373;/53710
#53709;EP1881;OM;5,25€;Höhe: ca.10mm;;;visible;;321;/53709
#53708;EP1874-M;Spirale;4,25€;Ø: ca.7mm;;;visible;;#NV;/53708
#53706;EP1870;Knoten;5,00€;Höhe: ca.8mm;;;visible;;#NV;/53706
#53705;EP1869ST;Creolen;4,00€;Ø: ca.1,5x16mm;;;visible;;#NV;/53705
#53704;EP1868ST;Creole;5,00€;Ø: ca.2x16mm;;;visible;;#NV;/53704
#53703;EP1867-M;Runde Platte, Matt, Ohrstecker (Set);9,00€;Ø: ca.13mm;;;visible;;319,382;/53703
#53702;EP1867-GEB;Runde Platte, Gebürstet, Ohrstecker (Set);9,00€;Ø: ca.13mm;;;visible;;319;/53702
#53700;EP1860-G;Seestern, Glanz, Ohrstecker (Set);8,50€;Höhe: ca.12mm;;;visible;;#NV;/53700
#53699;EP1857;Kleine quadratische Spirale, Matt, Ohrstecker (Set);5,25€;Höhe: ca.7mm;;;visible;;319,373;/53699
#53698;EP1855;4 Kreise, Glanz/Matt, Ohrstecker (Set);7,00€;Höhe: ca.19mm;;;visible;;319,382;/53698
#53695;EP1242B;Flügel Ohrhänger;9,00€;Höhe: ca.21mm;;;visible;;#NV;/53695
#53693;EP1031-GEB;Spirale;5,50€;Höhe: ca.8mm;;;visible;;#NV;/53693
#53692;EP1031-G;Spiral;4,50€;Höhe: ca.8mm;;;visible;;#NV;/53692
#53690;EP005;Geometrisch;2,00€;Höhe: ca.12mm;;;visible;;319;/53690
#53678;FZT0,35,PLD;Ankerkette mit 3er Kugeln;4,50€;16,5+3cm;SOLD OUT;;hidden;;#NV;/53678
#53676;BOX012ND,PL15D;Armbänder;3,25€;16,5cm 2,50€, 17,5cm 2,75€, 18,5cm  3,00€, 19,5cm 3,25€;;;visible;;22,27,6;/53676
#53667;PS1197-PERLMUTT;Perlmuttblume mit fester Öse;4,50€;Höhe: ca.8mm;;;visible;;189;/53667
#53666;PS1197-ONYX;Onyx Blume mit fester Öse;4,50€;Höhe: ca.8mm;;;visible;;189;/53666
#53665;PS1197-ABL;Abalone Blume mit fester Öse;4,50€;Höhe: ca.8mm;;;visible;;189;/53665
#53664;PPEN031;Marienkäfer, Anhänger mit fester Öse (Set);5,25€;Höhe: ca.11mm;;;visible;;189,347;/53664
#53663;PP2515;Elefant mit fester Öse;5,00€;ca.9x13mm;;;visible;;189,217;/53663
#53656;PSB78-BERNSTEIN;Bernstein;17,50€;Ø: ca.25mm;SALE;;visible;;222,39;/53656
#53653;PS994-PK;Pinke Perle;5,50€;Ø: ca.14mm;;;visible;;317;/53653
#53650;PP-MD3617,L-MISO,R;Engel rhodiniert;4,50€;Höhe: 8mm;;;visible;;321;/53650
#53649;PP-MD3671,L-RH;Flügel rhodiniert;5,25€;Höhe: ca.28mm;;;visible;;321;/53649
#53648;PP-MD3642,20,RH;Maria mit Jesus;12,00€;Ø: ca.20mm;;;visible;;321;/53648
